,sample_idx,src_text,reference_fr,base_pred,ft_pred,bleu_base,bleu_ft
509,509,The 2 knuckles were sent to the Transportation Safety Board of Canada (TSB) Engineering Laboratory to determine the possible cause of the failures.,On a envoyé les 2mâchoires au Laboratoire d’ingénierie du Bureau de la sécurité des transports du Canada (BST) pour déterminer la cause possible des défaillances.,Les 2 noeuds ont été envoyés au Laboratoire technique du Bureau de la sécurité des transports du Canada (BST) pour déterminer la cause possible des défaillances.,Les 2 noeuds ont été envoyés au Laboratoire technique du Bureau de la sécurité des transports du Canada (BST) pour déterminer la cause possible des défaillances.,69.71403825407691,69.71403825407691
510,510,Source:www.ndi.org,Source:culturavallenata.com,Source:www.ndi.org.,Source:www.und.org,12.22307556087252,14.535768424205482
511,511,"She was murdered, and we think you know why.",Elle a été assassinée et nous pensons que vous savez pourquoi.,"Elle a été assassinée, et on pense que vous savez pourquoi.","Elle a été assassinée, et on pense que tu sais pourquoi.",49.73567356124543,24.71244254525359
512,512,Three points from the grounds of that judgment should be stressed.,Trois aspects de la motivation de l' arrêt méritent d' être mis en exergue.,Trois points des motifs de cet arrêt doivent être soulignés.,Il convient de souligner trois points tirés de cet arrêt.,3.895748804295674,3.6843717424467886
513,513,In the hallway is a separate toilet. There is also a fully equipped kitchen.,Dans le couloir est un WC séparé. Il ya aussi une cuisine entièreme,Dans le couloir se trouve une toilette séparée. Il y a aussi une cuisine entièrement équipée.,Dans le couloir se trouve une toilette séparée. Il y a aussi une cuisine entièrement équipée.,15.27678022374703,15.27678022374703
514,514,"In this respect, the Tribunal interprets ""generally"" to mean ""usually.""","À cet égard, par «généralement», le Tribunal entend «habituellement».","À cet égard, le Tribunal interprète «généralement» comme signifiant «généralement».","À cet égard, le Tribunal interprète «généralement» comme signifiant «généralement».",31.702331385234313,31.702331385234313
515,515,"The properties whose names start with an underscore character (_), which are considered private to the aggregated class, are always excluded.","Le constructeur de classe et les méthodes dont le nom commence par un caractère souligné (""_""), qui sont considérées comme privées, sont toujours exclues.","Les propriétés dont les noms commencent par un caractère de soulignement (_), qui sont considérées privées de la classe agrégée, sont toujours exclues.","Les propriétés dont les noms commencent par un caractère de soulignement (_), qui sont considérées privées de la classe agrégée, sont toujours exclues.",29.35328201198797,29.35328201198797
516,516,"Um, I don't know why exactly, but...","Hum, je ne sais pas vraiment pourquoi mais...","Je ne sais pas pourquoi, mais...","Je ne sais pas pourquoi, mais...",33.12202736421683,33.12202736421683
517,517,I think I have a collection that might warrant more interest!,Il avait des putain d'éléphants dans toute sa maison.,Je pense que j'ai une collection qui pourrait justifier plus d'intérêt !,Je pense que j'ai une collection qui pourrait justifier plus d'intérêt !,0.0,0.0
518,518,Here is a video of street protests and gunshots near Saana University.,Voici une vidéo de manifestations de rue et de coups de feu près de l'université de Saana.,Voici une vidéo de manifestations de rue et de coups de feu près de l'université de Saana.,Voici une vidéo de manifestations de rue et de coups de feu près de l'université de Saana.,100.00000000000004,100.00000000000004
519,519,Agenda for next part session: see Minutes,Ordre du jour de la prochaine période de session: cf. procès-verbal,Ordre du jour de la prochaine session: voir procès-verbal,Ordre du jour de la prochaine partie de session: voir procès-verbal,44.360636895626136,50.16513759455242
520,520,"Based in the city of Leicester, right in the middle of the UK, Vibronics have been on the rise since 1997.","Basé dans la ville de Leicester, en plein milieu du Royaume-Uni, Vibronics n’a cessé de travailler sur son propre son depuis 1997.","Basé dans la ville de Leicester, en plein milieu du Royaume-Uni, Vibronics est en hausse depuis 1997.","Basé dans la ville de Leicester, en plein milieu du Royaume-Uni, Vibronics est en hausse depuis 1997.",58.27995103593095,58.27995103593095
521,521,"According to Mr Cates, you and I aren't even descended from American monkeys.","Selon M. Cates, vous et moi ne descendons même pas de bons singes américains !","Selon M. Cates, vous et moi ne descendons même pas de singes américains.","Selon M. Cates, vous et moi ne descendons même pas de singes américains.",78.63986541825552,78.63986541825552
522,522,I've been there!,J'y suis allé !,J'y suis allé !,J'y suis allé !,100.00000000000004,100.00000000000004
523,523,- They didn't even give me notice.,- Sans même un préavis.,- Ils ne m'ont même pas prévenu.,- Ils ne m'ont même pas prévenu.,7.267884212102741,7.267884212102741
524,524,We can't talk on the phone now cos it may be bugged.,"Mais raccrochons, on est peut-être sur écoute.",On ne peut pas parler au téléphone maintenant parce qu'il peut y avoir un bug.,On ne peut pas parler au téléphone maintenant parce qu'il peut y avoir des micros.,2.445593937240363,2.445593937240363
525,525,By oral route,Par voie orale,Par voie orale,Par voie orale,0.0,0.0
526,526,"Second, xinit waits for the .xinitrc script to finish and interprets that as ""the session has ended, I should kill the X server now, too"".","Ensuite, xinit attend que le script .xinitrc se termine et interprète sa fin ainsi : ""la session est terminée, je dois aussi tuer le serveur X maintenant"".","Deuxièmement, xinit attend que le script .xinitrc finisse et interprète que comme ""la session a pris fin, je devrais tuer le serveur X maintenant, aussi"".","Ensuite, xinit attend que le script .xinitrc finisse et interprète que comme ""la session a pris fin, je devrais tuer le serveur X maintenant, aussi"".",40.71719785481162,44.222008813242404
527,527,"Eh, she actually looks prettier that way.",Elle est plus jolie comme ça.,Elle a l'air plus jolie que ça.,Elle a l'air plus jolie que ça.,16.515821590069027,16.515821590069027
528,528,tage of moving from the same census metropolitan area than women of other groups.,"les non-migrants est semblable chez les hommes, les pourcentages étant compris entre 53 % (non-Autochtones) et 78 % (Inuits).",Les femmes des autres groupes sont plus nombreuses à quitter la même région métropolitaine de recensement que les femmes des autres groupes.,En ce qui concerne le déplacement de la même région métropolitaine de recensement que celui des femmes d'autres groupes.,1.795137899831049,1.4910943694160985
529,529,You're the expert.,C'est toi l'experte.,Vous êtes l'expert.,C'est toi l'expert.,15.97357760615681,35.35533905932737
530,530,"In order to protect minority shareholders and to discourage partial bids which are often speculative in nature, the bid would have to cover all the stock of the company in question.",Afin de protéger les actionnaires minoritaires et de décourager les offres partielles à caractère,"Afin de protéger les actionnaires minoritaires et de décourager les offres partielles de nature souvent spéculative, l'offre devrait couvrir l'ensemble des actions de la société en question.","Afin de protéger les actionnaires minoritaires et de décourager les offres partielles de nature souvent spéculative, l'offre devrait couvrir l'ensemble du stock de la société en question.",37.99538284139644,37.99538284139644
531,531,"- No, not really.","- Non, c'est vrai.","- Non, pas vraiment.","- Non, pas vraiment.",32.46679154750991,32.46679154750991
532,532,"Hi, I'm sorry to have kept you waiting.",Pardonnez-moi de vous avoir fait attendre.,Désolé de t'avoir fait attendre.,"Salut, je suis désolé de t'avoir fait attendre.",27.482545710800192,16.784459625186194
533,533,Transportation Safety Board of Canada - Aviation Investigation Report A97P0135,Bureau de la sécurité des transports du Canada - Rapport d'enquête aéronautique A97P0135,Bureau de la sécurité des transports du Canada - Rapport d'enquête aéronautique A97P0135,Bureau de la sécurité des transports du Canada - Rapport d'enquête aéronautique A97P0135,100.00000000000004,100.00000000000004
534,534,"Rainfall image map of Hurricane Juan as it made landfall near Prospect, NS, shortly after midnight on the morning of September 29th, and tracked rapidly northward across Prince Edward Island into the Gulf of St. Lawrence before dawn.","Carte des précipitations issues de l'ouragan Juan, au moment où celui-ci a touché terre près de Prospect (Nouvelle-Écosse), peu après minuit, le matin du 29 septembre, et continué rapidement vers le nord, en traversant l'Île-du-Prince-Édouard pour atteindre le golfe du Saint-Laurent avant l'aube.","Carte des chutes de pluie de l'ouragan Juan qui a fait irruption près de Prospect, N.-É., peu après minuit, le matin du 29 septembre, et suivit rapidement vers le nord en traversant l'Île-du-Prince-Édouard jusqu'au golfe du Saint-Laurent avant l'aube.","Carte des précipitations de l'ouragan Juan qui s'est abattue près de Prospect, en Nouvelle-Écosse, peu après minuit, le matin du 29 septembre, et qui a suivi rapidement vers le nord en traversant l'Île-du-Prince-Édouard jusqu'au golfe du Saint-Laurent avant l'aube.",43.96358847099089,45.735391612083255
535,535,"As a result of the Commission's action, Siemens and Fanuc will compete for orders and the Community's machine-tool indus­try will be stimulated by a wider choice of competitively priced numerical controls.","A la suite de l'action de la Commission, Siemens et Fanuc seront concurrentiels en matière de ventes et l'industrie communau­taire de la machine-outil sera stimulée par l'existence d'un choix plus large de com­mandes numériques dont les prix seront fixés en tenant compte de la concurrence.","À la suite de l'action de la Commission, Siemens et Fanuc se disputeront des commandes et l'industrie des machines-outils de la Communauté sera stimulée par un plus large choix de contrôles numériques à prix concurrentiels.","À la suite de laction de la Commission, Siemens et Fanuc se disputeront des commandes et lindustrie des machines-outils de la Communauté sera stimulée par un plus large choix de contrôles numériques à prix concurrentiels.",28.585708778144195,20.382053922438388
536,536,Blog La Nicaragua Linda shared an opinion article by Nicaraguan politician Edmundo Jarquín:,"Le blog la Nicaragua linda cite un article d' Edmundo Jarquín, un homme politique du Nicaragua.",Blog La Nicaragua Linda a partagé un article d'opinion du politicien nicaraguayen Edmundo Jarquín:,Blog La Nicaragua Linda a partagé un article d'opinion de l'homme politique nicaraguayen Edmundo Jarquín:,6.734850273596512,6.755622089826714
537,537,"Mr HERMASSI (Minister of Culture, Youth and Leisure of Tunisia) welcomed the opportunity to speak from a south Mediterranean perspective in the debate, and praised the depth and transparency of the report.","M. GADZINOWSKI (Pologne) (Interprétation) rappelle que, depuis le 11 septembre, l'Europe se fait une image plutôt noire de l'Islam, que renforce encore la guerre de propagande que se livrent CNN et Al Jazira.","M. HERMASSI (Ministre tunisien de la culture, de la jeunesse et des loisirs) se félicite de l'occasion qui lui est donnée de s'exprimer dans une perspective sud-méditerranéenne et se félicite de la profondeur et de la transparence du rapport.","M. HERMASSI (Ministre tunisien de la culture, de la jeunesse et des loisirs) se félicite de l'occasion qui lui est donnée de s'exprimer dans une perspective sud-méditerranéenne dans le cadre du débat et se félicite de la profondeur et de la transparence du rapport.",2.6575091685228296,2.422067601474124
538,538,When did you ever talk to her?,"Tu lui as déjà parlé, au moins ?",Quand lui avez-vous parlé ?,Quand lui as-tu parlé ?,6.316906128202129,6.316906128202129
539,539,"- Okay, scalpel.","- Ok, scalpel.","- D'accord, scalpel.","- Okay, scalpel.",42.72870063962342,42.72870063962342
540,540,Source:www.gbv.de,Source:www.laurus.tv,Source:www.gbv.de,Source:www.gbv.de,43.47208719449914,43.47208719449914
541,541,"Buenos Aires, 12th to 17th of April","Buenos Aires, 12 au 17 Avril","Buenos Aires, du 12 au 17 avril","Buenos Aires, du 12 au 17 avril",34.57207846419412,34.57207846419412
542,542,"Toby, Dev, you go pick him up.","Toby, Dev, vus allez le chercher.","Toby, Dev, va le chercher.","Toby, Dev, va le chercher.",44.12484512922978,44.12484512922978
543,543,"Complaints were sent directly by individual citizens in 3 705 cases, while 215 came from associations or companies.","Dans 3 705 cas, les plaintes ont été envoyées directement par des particuliers, tandis que 215 plaintes émanaient d’entreprises ou d’associations.","Les plaintes ont été adressées directement par des particuliers dans 3 705 cas, tandis que 215 provenaient d'associations ou d'entreprises.","Les plaintes ont été adressées directement par des particuliers dans 3 705 cas, tandis que 215 provenaient d'associations ou d'entreprises.",34.78125761163508,34.78125761163508
544,544,"I'll just catch up with you later,okay?",On se retrouve plus tard ?,"Je te rejoindrai plus tard, OK ?","Je te rejoins plus tard, d'accord ?",12.22307556087252,12.22307556087252
545,545,"RUSS MOSES, A DELAWARE INDIAN FROM THE SIX NATIONS RESERVE, SERVED IN HMCS IROQUOIS DURING THE KOREAN WAR.","RUSS MOSES, UN INDIEN DELAWARE DE LA RÉSERVE DES SIX-NATIONS, A SERVI À BORD DE L'IROQUOIS AU COURS DE LA GUERRE DE CORÉE.","RUSS MOSES, INDIEN DE DELAWARE DE LA RESERVE DE SIX NATIONS, SERVUE DANS LE NCSM IROQUOIS AU COURS DE LA GUERRE KORÉENNE.","RUSS MOSES, UN INDIEN DE DELAWARE DE LA RÉSERVE DE SIX NATIONS, SERVUE DANS LE NCSM IROQUOIS AU COURS DE LA GUERRE CORÉENNE.",24.48247227304073,38.54501214118698
546,546,What do I do?,Je fais quoi ?,Qu'est-ce que je fais ?,Qu'est-ce que je fais ?,12.703318703865365,12.703318703865365
547,547,[beeps] Hold on a second.,Quitte pas.,Attendez une seconde.,Attendez une seconde.,15.97357760615681,15.97357760615681
548,548,Just like you.,Tout comme vous.,Comme toi.,Comme toi.,0.0,0.0
549,549,"At its eighth plenary meeting, on 16 November 2006, the Conference took note of the reports of Main Committee I and Main Committee II, as contained in the Final Document, Part III.","À sa 8e séance plénière, le 16 novembre 2006, la Conférence a pris note des rapports de la Grande Commission I et de la Grande Commission II, qui sont reproduits dans la troisième partie du document final.","À sa huitième séance plénière, le 16 novembre 2006, la Conférence a pris note des rapports de la Grande Commission I et de la Grande Commission II, tels qu'ils figurent dans la troisième partie du Document final.","À sa huitième séance plénière, le 16 novembre 2006, la Conférence a pris note des rapports de la Grande Commission I et de la Grande Commission II, tels qu'ils figuraient dans la troisième partie du Document final.",76.64308045496244,76.64308045496244
550,550,"o reports on the Equal Remuneration Convention for the periods July 1, 1991 to June 30, 1993 (pages 6-14 and 21-28), July 1, 1989 to June 30, 1991 (pages 7-11 and 21-23), and July 1, 1993 to June 30, 1996 (pages 2-3, 8-12, 17, 18 and 20-22);","o rapports sur la Convention concernant l'égalité de rémunération pour les périodes du 1er juillet 1991 au 30 juin 1993, du 1er juillet 1989 au 30 juin 1991, et du 1er juillet 1993 au 30 juin 1996;","o rapports sur la Convention sur l'égalité de rémunération pour les périodes du 1er juillet 1991 au 30 juin 1993 (pages 6-14 et 21-28), du 1er juillet 1989 au 30 juin 1991 (pages 7-11 et 21-23) et du 1er juillet 1993 au 30 juin 1996 (pages 2-3, 8-12, 17, 18 et 20-22);","o rapports sur la Convention sur l'égalité de rémunération pour les périodes du 1er juillet 1991 au 30 juin 1993 (pages 6-14 et 21-28), du 1er juillet 1989 au 30 juin 1991 (pages 7-11 et 21-23) et du 1er juillet 1993 au 30 juin 1996 (pages 2-3, 8-12, 17, 18 et 20-22);",41.16990010518604,41.16990010518604
551,551,"""We are impressed with the huge efforts the Congolese are making to ensure that all registered voters can cast their ballots next Sunday,"" Jürgen Schröder, who heads the European Parliament delegation monitoring the elections, said on Friday in Kinshasa.","""Nous sommes impressionnés par les efforts considérables déployés par les Congolais pour que tous les électeurs inscrits puissent voter"", a déclaré, ce vendredi à Kinshasa, Jürgen Schröder, chef de la délégation du PE.","« Nous sommes impressionnés par les efforts considérables que déploient les Congolais pour faire en sorte que tous les électeurs inscrits puissent voter dimanche prochain », a déclaré Jürgen Schröder, qui dirige la délégation du Parlement européen chargée du suivi des élections, vendredi à Kinshasa.","« Nous sommes impressionnés par les énormes efforts déployés par les Congolais pour faire en sorte que tous les électeurs inscrits puissent voter dimanche prochain », a déclaré Jürgen Schröder, qui dirige la délégation du Parlement européen chargée du suivi des élections, vendredi à Kinshasa.",35.617887136931984,35.901717440517686
552,552,We take note that the Tibetan side is ready for a rapid resumption of the dialogue and hope that the Chinese side is willing to do the same.,Nous notons que la partie tibétaine est prête à renouer rapidement le dialogue et espérons que la partie chinoise est disposée à en faire de même.,Nous prenons note du fait que la partie tibétaine est prête à reprendre rapidement le dialogue et espérons que la partie chinoise sera prête à faire de même.,Nous prenons note du fait que la partie tibétaine est prête à reprendre rapidement le dialogue et espérons que la partie chinoise sera prête à faire de même.,56.37996415430051,56.37996415430051
553,553,Non-interest losses: recommended compensation after deductions,"Indemnité recommandée au titre des autres pertes, compte tenu des déductions à opérer",Pertes autres que les intérêts : indemnisation recommandée après déduction,Pertes autres que les intérêts : indemnisation recommandée après déduction,3.3449303459224256,3.3449303459224256
554,554,This allows comfortable use.,Ce qui permet une utilisation confortable.,Cela permet une utilisation confortable.,Cela permet une utilisation confortable.,64.31870218238025,64.31870218238025
555,555,"Takes note of the status of contributions to the United Nations Angola Verification Mission and the United Nations Observer Mission in Angola as at 30 April 2001, including the contributions outstanding in the amount of 75.8 million United States dollars, representing 5 per cent of the total assessed contributions, notes that some 45 per cent of the Member States have paid their assessed contributions in full, and urges all other Member States concerned, in particular those in arrears, to ensure payment of their outstanding assessed contributions in full;","Prend note de l'état des contributions à la Mission de vérification des Nations Unies en Angola et à la Mission d'observation des Nations Unies en Angola au 30 avril 2001, notamment du fait que le montant des contributions non acquittées s'élevait à 75,8 millions de dollars des États-Unis, soit 5 % du montant total des contributions mises en recouvrement, constate qu'environ 45 % des États Membres ont versé l'intégralité de leurs quotes-parts, et prie instamment tous les autres États Membres intéressés, en particulier ceux qui ont accumulé des arriérés, de verser les sommes dont ils demeurent redevables;","Prend note de l'état au 30 avril 2001 des contributions à la Mission de vérification des Nations Unies en Angola et à la Mission d'observation des Nations Unies en Angola, notamment du montant des contributions non acquittées, qui s'élevait à 75,8 millions de dollars des États-Unis, soit 5 % du montant total des contributions mises en recouvrement, constate que 45 % environ des États Membres ont versé l'intégralité de leurs contributions statutaires, et prie instamment tous les autres États Membres intéressés, en particulier ceux qui ont accumulé des arriérés, de verser l'intégralité de leurs contributions statutaires non acquittées;","Prend note de l'état au 30 avril 2001 des contributions à la Mission de vérification des Nations Unies en Angola et à la Mission d'observation des Nations Unies en Angola, notamment du fait que le montant des contributions non acquittées s'élevait à 75,8 millions de dollars des États-Unis, soit 5 % du montant total des contributions mises en recouvrement, constate que 45 % environ des États Membres ont versé l'intégralité de leurs contributions statutaires, et prie instamment tous les autres États Membres intéressés, en particulier ceux qui ont accumulé des arriérés, de verser l'intégralité de leurs contributions statutaires non acquittées;",75.18894103242249,80.23188143906808
556,556,"(yy) Statement submitted by Mujer para la Mujer, a non-governmental organization in consultative status with the Economic and Social Council (E/2009/NGO/31);","yy) Déclaration présentée par Mujer para la Mujer, organisation non gouvernementale dotée du statut consultatif auprès du Conseil économique et social (E/2009/NGO/31);","yy) Déclaration présentée par Mujer para la Mujer, organisation non gouvernementale dotée du statut consultatif auprès du Conseil économique et social (E/2009/NGO/31);","yy) Déclaration présentée par Mujer para la Mujer, organisation non gouvernementale dotée du statut consultatif auprès du Conseil économique et social (E/2009/NGO/31);",100.00000000000004,100.00000000000004
557,557,"Pursuant to the Public Pensions Reporting Act, actuarial valuations of the public sector pension plans are performed at least every three years to determine the state of the pension plans, as well as to assist in making informed decisions regarding the financing of the Government's pension benefit obligations.","En vertu de la Loi sur les rapports relatifs aux pensions publiques, les évaluations actuarielles des régimes de retraite sont établies au moins tous les trois ans afin de déterminer l'état des régimes de retraite, ainsi que pour prendre des décisions éclairées en ce qui concerne le financement des obligations au titre des prestations de retraite du gouvernement.","En vertu de la Loi sur les rapports sur les pensions publiques, les évaluations actuarielles des régimes de retraite du secteur public sont effectuées au moins tous les trois ans pour déterminer l'état des régimes de retraite et aider à prendre des décisions éclairées concernant le financement des obligations du gouvernement en matière de prestations de retraite.","En vertu de la Loi sur les rapports sur les pensions publiques, les évaluations actuarielles des régimes de retraite du secteur public sont effectuées au moins tous les trois ans pour déterminer l'état des régimes de retraite et pour aider à prendre des décisions éclairées concernant le financement des obligations du gouvernement en matière de prestations de retraite.",52.738208452420984,52.73733408898618
558,558,"Welcome to college, pre-frosh!","Bienvenue a l'université, étudiant de première année.","Bienvenue à l'université, pré-frosh !","Bienvenue à l'université, pré-frosh !",10.89644800332157,10.89644800332157
559,559,"Blue (France) - November 9, 2008",La Maison commune (France) - 31 août 2011,Bleu (France) - 9 novembre 2008,Bleu (France) - 9 novembre 2008,26.924761780320413,26.924761780320413
560,560,"(2) The President of the Assembly, with the Vice Presidents of the Assembly and with the coordinators of the Parliamentary groups, shall hold ad hoc coordination meetings when necessary.",(2) Le président de l'Assemblée avec les vice-présidents et les coordinateurs des groupes politiques peuvent avoir aussi des entretiens de coordination ad hoc.,"(2) Le président de l'Assemblée, avec les vice-présidents de l'Assemblée et les coordonnateurs des groupes parlementaires, tient des réunions de coordination ad hoc, le cas échéant.","(2) Le président de l'Assemblée, avec les vice-présidents de l'Assemblée et les coordinateurs des groupes parlementaires, tient des réunions de coordination ad hoc, le cas échéant.",33.13222512611371,40.9442187237234
561,561,"Its currently dormant predecessor in the post-Soviet space - vzyatka.crowdmap.com - was launched by NewReporter.org/Internews in March 2011, but lasted only about two months and contains no more than 20 reports.","Son prédécesseur actuellement en sommeil dans l'espace post-soviétique, vzyatka.crowdmap.com , créé par NovyiReporter.org/Internews en mars 2011, n'a duré que deux mois et compte moins d'une vingtaine de signalements.","Son prédécesseur actuellement endormi dans l'espace post-soviétique - vzyatka.crowdmap.com - a été lancé par NewReporter.org/Internews en mars 2011, mais n'a duré qu'environ deux mois et ne contient pas plus de 20 rapports.","Son prédécesseur actuellement en sommeil dans l'espace post-soviétique - vzyatka.crowdmap.com - a été lancé par NewReporter.org/Internews en mars 2011, mais a duré seulement environ deux mois et ne contient pas plus de 20 rapports.",35.110697122497236,42.62199208860422
562,562,I've tried to reach you all morning.,J'essaie de te joindre depuis ce matin.,J'ai essayé de te joindre toute la matinée.,J'ai essayé de te joindre toute la matinée.,19.070828081828378,19.070828081828378
563,563,Get over it!,Faut t'y faire !,Dégagez !,Oubliez ça !,0.0,0.0
564,564,You know I'm bad at tests.,Tu sais que je suis nulle aux tests.,Tu sais que je suis mauvais aux tests.,Tu sais que je suis mauvais aux tests.,59.694917920196445,59.694917920196445
565,565,They are idiots They're crazy Let's see when they slash people,Ces idiots finiront par tuer quelqu'un.,Ils sont idiots Ils sont fous Voyons quand ils tuent des gens,Ils sont idiots Ils sont fous Voyons quand ils tuent des gens,3.3864985683445354,3.3864985683445354
566,566,I do know that for the sympathy of one living being I would make peace with all.,Je sais que... la compassion d'un être humain... me permettra de faire la paix avec tous les autres.,"Je sais que pour la sympathie d'un être vivant, je ferais la paix avec tous.","Je sais que pour la sympathie d'un être vivant, je ferais la paix avec tous.",15.156376115324537,15.156376115324537
567,567,"If I reach that age, will I be jealous, too?",Si j'atteins cet âge... serai-je jalouse moi aussi ?,"Si j'ai atteint cet âge, serai-je jalouse aussi ?","Si j'ai atteint cet âge, je serai jalouse aussi ?",12.368464772045972,10.71174444166974
568,568,Are you a dog?,Tu es un chien ?,Vous êtes un chien ?,T'es un chien ?,39.76353643835252,46.30777161991026
569,569,The gummy bears want to play!,Les ours en guimauve veulent jouer.,Les ours gommés veulent jouer !,Les ours gummy veulent jouer !,19.43309443637608,19.43309443637608
570,570,I was a jerk.,J'ai été un imbécile.,J'étais un con.,J'étais un crétin.,14.794015674776452,14.794015674776452
571,571,Got it! - Ow!,Je l'ai eu.,Compris !,Compris !,0.0,0.0
572,572,it's not another guy.,Ce n'est pas à cause d'un autre gars.,Ce n'est pas un autre type.,Ce n'est pas un autre type.,20.873176328735713,20.873176328735713
573,573,The period laid down in Article 5(6) of Decision 1999/468/EC shall be set at three months.,"La période prévue à l’article 5, paragraphe 6, de la décision 1999/468/CE est fixée à trois mois.","La période prévue à l'article 5, paragraphe 6, de la décision 1999/468/CE est fixée à trois mois.","La période prévue à l'article 5, paragraphe 6, de la décision 1999/468/CE est fixée à trois mois.",88.43865924896839,88.43865924896839
574,574,"Strengthened implementation Direct delivery of products, services or regulatory activities, construction works or other investment goods.","Mise en œuvre renforcée Fourniture directe de produits, services ou activités réglementaires, travaux de construction ou autres biens d’investissement","Mise en oeuvre renforcée Prestation directe de produits, de services ou d'activités réglementaires, de travaux de construction ou d'autres biens d'investissement.","Mise en oeuvre renforcée Prestation directe de produits, de services ou d'activités de réglementation, de travaux de construction ou d'autres biens d'investissement.",25.924945760983757,23.71332024655201
575,575,We know from the Nordic Swan and the German Blue Angel that the eco-labelling of products is an extremely significant and powerful tool for getting consumers to change their purchasing behaviour and to shop in an environmentally friendly way.,"L'expérience du système Svanen (le cygne), qui a cours dans les pays nordiques et est lui-même inspiré du Blauer Engel (l'ange bleu) allemand, montre que l'étiquetage environnemental des produits est un moyen très important et efficace pour obtenir de nos concitoyens qu'ils modifient leurs habitudes de consommation et achètent selon des critères écologiques.","Nous savons, du Nordic Swan et de l'Allemand Blue Angel, que l'éco-étiquetage des produits est un outil extrêmement important et puissant pour amener les consommateurs à changer leur comportement d'achat et à faire des achats respectueux de l'environnement.","Nous savons, d'après le Cygne nordique et l'Ange bleu allemand, que l'éco-étiquetage des produits est un outil extrêmement important et puissant pour amener les consommateurs à changer leur comportement d'achat et à faire des achats respectueux de l'environnement.",5.519620153045314,5.915711266991956
576,576,"In August 2011, when FGEs were detected from MOV-0409, a second exit door to facilitate egress was added.","En août2011, lorsque des émissions fugitives de gaz provenant de la vanneMOV 0409 ont été détectées, une deuxième porte de sortie a été ajoutée.","En août 2011, lorsque des EEG ont été détectés à partir de MOV-0409, une deuxième porte de sortie pour faciliter l'évacuation a été ajoutée.","En août 2011, lorsque des GEP ont été détectés à partir du MOV-0409, une deuxième porte de sortie pour faciliter l'évacuation a été ajoutée.",33.39087646492814,32.88861494180287
577,577,"So, we are dealing with a vital condition for the continuing evolution of the European Union.",Nous parlons donc d'une condition vitale pour la poursuite de l'évolution de l'Union européenne.,Nous avons donc affaire à une condition vitale pour la poursuite de l'évolution de l'Union européenne.,Nous avons donc affaire à une condition vitale pour la poursuite de l'évolution de l'Union européenne.,63.624138156344834,63.624138156344834
578,578,- Get away from here!,- Disparais d'ici !,- Éloignez-vous d'ici !,- Va-t'en d'ici !,35.35533905932737,35.35533905932737
579,579,"Oh, is that what you did?",C'est ce que tu as fait ?,C'est ce que tu as fait ?,C'est ce que tu as fait ?,100.00000000000004,100.00000000000004
580,580,"You're working here tonight, I'll talk to Piero later.","Vous me faites confiance ? Moi, je dis que ce soir, vous travaillez ici. J'irai lui parler.","Tu travailles ici ce soir, je parlerai à Piero plus tard.","Tu travailles ici ce soir, je parlerai à Piero plus tard.",8.178490692550058,8.178490692550058
581,581,"It will ensure that the justification to support the level of funding provided in individual agreements is properly documented, and other requirements are met.",Cet exercice permettra de justifier comme il se doit l'approbation des niveaux de financement demandés à l'égard de certaines ententes et de satisfaire d'autres exigences.,Il veillera à ce que la justification à l'appui du niveau de financement fourni dans les ententes individuelles soit dûment documentée et à ce que d'autres exigences soient respectées.,Il veillera à ce que les justifications à l'appui du niveau de financement fourni dans les ententes individuelles soient bien documentées et à ce que d'autres exigences soient respectées.,4.175872565419194,4.175872565419194
582,582,Preliminary considerations,Considérations préliminaires,Considérations préliminaires,Considérations préliminaires,0.0,0.0
583,583,Come again?,Répète un peu ?,Vous revenez ?,Revenez ?,0.0,0.0
584,584,Europe's Groucho Problem by Yuliya Tymoshenko Groucho Marx once famously quipped that he did not want to join any club that would have him as a member.,"L'Europe de l'Atlantique à l'Oural ? by Yuliya Tymoshenko Dans l'un de ses fameux mots d'esprit, Groucho Marx disait qu'il ne voudrait pas rejoindre un club qui l'aurait comme membre.",Le problème de Groucho en Europe par Yuliya Tymochenko Groucho Marx a une fois connu qu'il ne voulait pas rejoindre un club qui l'aurait comme membre.,Le problème de Groucho en Europe by Yuliya Timochenko Groucho Marx a une fois connu qu'il ne voulait pas rejoindre un club qui l'aurait en tant que membre.,29.059500345062666,20.81989106898179
585,585,"Come now, lie on the grass, my sweet little wife.","Allonge-toi sur l'herbe, ma chère petite femme !","Allez, couche-toi sur l'herbe, ma douce petite femme.","Allez, couche-toi sur l'herbe, ma douce petite femme.",27.901593935858266,27.901593935858266
586,586,Source:download.microsoft.com,Source:b4d8b8b.xyz,Source:téléchargement.microsoft.com,Source:www.coms.com,14.535768424205482,14.535768424205482
587,587,This is our discovery.,C'est notre découverte.,C'est notre découverte.,C'est notre découverte.,100.00000000000004,100.00000000000004
588,588,"Um, try five months.",Essayez cinq mois.,Essaie cinq mois.,Essaie cinq mois.,59.460355750136046,59.460355750136046
589,589,Why don' t you shoot me?,Tu as causé!,Pourquoi tu me tires pas dessus ?,Pourquoi tu me tires pas dessus ?,0.0,0.0
590,590,What love life?,Quels amours ?,Quelle vie d'amour ?,Quelle vie d'amour ?,15.97357760615681,15.97357760615681
591,591,I'm in?,Je suis d'accord.,J'y suis ?,J'y suis ?,0.0,0.0
